symbol,name
NXG,NXG NextGen Infrastructure Income Fund Common Shares of Beneficial Interest
NXJ,Nuveen New Jersey Qualified Municipal Fund 
NXN,Nuveen New York Select Tax-Free Income Portfolio Common Stock
NXP,Nuveen Select Tax Free Income Portfolio Common Stock
NXRT,NexPoint Residential Trust Inc. Common Stock
NYC,American Strategic Investment Co. Class A Common Stock
NYCB,New York Community Bancorp Inc. Common Stock
NYCB-PA,New York Community Bancorp Inc. Depositary shares each representing a 1/40th interest in a share of Fixed-to-Floating Rate Series A Noncumulative Perpetual Preferred Stock
NYCB-PU,New York Community Bancorp Inc. New York Community Capital Tr V (BONUSES)
NYT,New York Times Company (The) Common Stock
NZF,Nuveen Municipal Credit Income Fund 
O,Realty Income Corporation Common Stock
OAK-PA,Oaktree Capital Group LLC 6.625% Series A Preferred units
OAK-PB,Oaktree Capital Group LLC 6.550% Series B Preferred Units
OBDC,Blue Owl Capital Corporation Common Stock
OBK,Origin Bancorp Inc. Common Stock
OC,Owens Corning Inc Common Stock New
OCFT,OneConnect Financial Technology Co. Ltd. American Depositary Shares each representing thirty ordinary shares
OCN,Ocwen Financial Corporation NEW Common Stock
ODC,Oil-Dri Corporation Of America Common Stock
ODV,Osisko Development Corp. Common Shares
OEC,Orion S.A. Common Shares
OFG,OFG Bancorp Common Stock
OGE,OGE Energy Corp Common Stock
OGN,Organon & Co. Common Stock 
OGS,ONE Gas Inc. Common Stock
OHI,Omega Healthcare Investors Inc. Common Stock
OI,O-I Glass Inc. Common Stock
OIA,Invesco Municipal Income Opportunities Trust Common Stock
OII,Oceaneering International Inc. Common Stock
OIS,Oil States International Inc. Common Stock
OKE,ONEOK Inc. Common Stock
OLN,Olin Corporation Common Stock
OLO,Olo Inc. Class A Common Stock
OLP,One Liberty Properties Inc. Common Stock
OMC,Omnicom Group Inc. Common Stock
OMF,OneMain Holdings Inc. Common Stock
OMI,Owens & Minor Inc. Common Stock
ONL,Orion Office REIT Inc. Common Stock
ONON,On Holding AG Class A Ordinary Shares
ONTF,ON24 Inc. Common Stock
ONTO,Onto Innovation Inc. Common Stock
OOMA,Ooma Inc. Common Stock
OPA,Magnum Opus Acquisition Limited Class A Ordinary Shares
OPAD,Offerpad Solutions Inc. Class A Common Stock
OPFI,OppFi Inc. Class A Common Stock
OPP,RiverNorth/DoubleLine Strategic Opportunity Fund Inc. Common Stock
OPP-PA,RiverNorth/DoubleLine Strategic Opportunity Fund Inc. 4.375% Series A Cumulative Preferred Stock
OPP-PB,RiverNorth/DoubleLine Strategic Opportunity Fund Inc. 4.75% Series B Cumulative Preferred Stock
OPY,Oppenheimer Holdings Inc. Class A Common Stock (DE)
OR,Osisko Gold Royalties Ltd Common Shares
ORA,Ormat Technologies Inc. Common Stock
ORAN,Orange
ORC,Orchid Island Capital Inc. Common Stock
ORCL,Oracle Corporation Common Stock
ORI,Old Republic International Corporation Common Stock
ORN,Orion Group Holdings Inc. Common
OSCR,Oscar Health Inc. Class A Common Stock
OSG,Overseas Shipholding Group Inc. Class A Common Stock
OSI,Osiris Acquisition Corp. Class A Common Stock
OSK,Oshkosh Corporation (Holding Company)Common Stock
OTIS,Otis Worldwide Corporation Common Stock 
OUST,Ouster Inc. Common Stock
OUT,OUTFRONT Media Inc. Common Stock
OVV,Ovintiv Inc. (DE)
OWL,Blue Owl Capital Inc. Class A Common Stock
OWLT,Owlet Inc. Class A Common Stock
OXM,Oxford Industries Inc. Common Stock
OXY,Occidental Petroleum Corporation Common Stock
PAAS,Pan American Silver Corp. Common Stock
PAC,Grupo Aeroportuario Del Pacifico S.A. B. de C.V. Grupo Aeroportuario Del Pacifico S.A. de C.V. (each representing 10 Series B shares)
PACI,PROOF Acquisition Corp I Class A Common Stock
PACK,Ranpak Holdings Corp Class A Common Stock
PAG,Penske Automotive Group Inc. Common Stock
PAGS,PagSeguro Digital Ltd. Class A Common Shares
PAI,Western Asset Investment Grade Income Fund Inc.
PAM,Pampa Energia S.A.
PAR,PAR Technology Corporation Common Stock
PARR,Par Pacific Holdings Inc.  Common Stock
PATH,UiPath Inc. Class A Common Stock
PAXS,PIMCO Access Income Fund Common Shares of Beneficial Interest
PAY,Paymentus Holdings Inc. Class A Common Stock
PAYC,Paycom Software Inc. Common Stock
PB,Prosperity Bancshares Inc. Common Stock
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada)
PBF,PBF Energy Inc. Class A Common Stock
PBH,Prestige Consumer Healthcare Inc. Common Stock
PBI,Pitney Bowes Inc. Common Stock
PBI-PB,Pitney Bowes Inc 6.70% Notes Due 2043
PBR,Petroleo Brasileiro S.A.- Petrobras Common Stock
PBT,Permian Basin Royalty Trust Common Stock
PCF,High Income Securities Fund Common Stock
PCG,Pacific Gas & Electric Co. Common Stock
PCK,Pimco California Municipal Income Fund II Common Shares of Beneficial Interest
PCM,PCM Fund Inc. Common Stock
PCN,Pimco Corporate & Income Strategy Fund Common Stock
PCOR,Procore Technologies Inc. Common Stock
PCQ,PIMCO California Municipal Income Fund Common Stock
PD,PagerDuty Inc. Common Stock
PDI,PIMCO Dynamic Income Fund Common Stock
PDM,Piedmont Office Realty Trust Inc. Class A Common Stock
PDO,PIMCO Dynamic Income Opportunities Fund Common Shares of Beneficial Interest
PDS,Precision Drilling Corporation Common Stock
PDT,John Hancock Premium Dividend Fund
PEAK,Healthpeak Properties Inc. Common Stock
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest
PEB-PE,Pebblebrook Hotel Trust 6.375% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest
PEB-PF,Pebblebrook Hotel Trust 6.3% Series F Cumulative Redeemable Preferred Shares of Beneficial Interest
PEB-PG,Pebblebrook Hotel Trust 6.375% Series G Cumulative Redeemable Preferred Shares of Beneficial Interest
PEB-PH,Pebblebrook Hotel Trust 5.700% Series H Cumulative Redeemable Preferred Shares of Beneficial Interest
PEG,Public Service Enterprise Group Incorporated Common Stock
PEN,Penumbra Inc. Common Stock
PEO,Adams Natural Resources Fund Inc. Common Stock
PERF,Perfect Corp. Class A Ordinary Share
PFD,Flaherty & Crumrine Preferred and Income Fund Incorporated
PFE,Pfizer Inc. Common Stock
PFGC,Performance Food Group Company Common Stock
PFH,Prudential Financial Inc. 4.125% Junior Subordinated Notes due 2060
PFL,PIMCO Income Strategy Fund Shares of Beneficial Interest
PFLT,PennantPark Floating Rate Capital Ltd. Common Stock
PFN,PIMCO Income Strategy Fund II
PFO,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated
PFS,Provident Financial Services Inc Common Stock
PFSI,PennyMac Financial Services Inc. Common Stock
PG,Procter & Gamble Company (The) Common Stock
PGP,Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest
PGR,Progressive Corporation (The) Common Stock
PGRE,Paramount Group Inc. Common Stock
PGRU,PropertyGuru Group Limited Ordinary Shares
PGSS,Pegasus Digital Mobility Acquisition Corp. Class A Ordinary Shares
PGTI,PGT Innovations Inc.
PGZ,Principal Real Estate Income Fund Common Shares of Beneficial Interest
PH,Parker-Hannifin Corporation Common Stock
PHD,Pioneer Floating Rate Fund Inc.
PHG,Koninklijke Philips N.V. NY Registry Shares
PHI,PLDT Inc. Sponsored ADR
PHIN,PHINIA Inc. Common Stock
PHK,Pimco High Income Fund
PHM,PulteGroup Inc. Common Stock
PHR,Phreesia Inc. Common Stock
PHT,Pioneer High Income Fund Inc.
PHX,PHX Minerals Inc. Common Stock
PHYT,Pyrophyte Acquisition Corp. Class A Ordinary Shares
PII,Polaris Inc. Common Stock
PIM,Putnam Master Intermediate Income Trust Common Stock
PINE,Alpine Income Property Trust Inc. Common Stock
PINS,Pinterest Inc. Class A Common Stock
PIPR,Piper Sandler Companies Common Stock
PJT,PJT Partners Inc. Class A Common Stock
PK,Park Hotels & Resorts Inc. Common Stock 
PKE,Park Aerospace Corp. Common Stock
PKG,Packaging Corporation of America Common Stock
PKST,Peakstone Realty Trust Common Shares
PKX,POSCO Holdings Inc. American Depositary Shares (Each representing 1/4th of a share of Common Stock)
PL,Planet Labs PBC Class A Common Stock
PLD,Prologis Inc. Common Stock
PLNT,Planet Fitness Inc. Common Stock
PLOW,Douglas Dynamics Inc. Common Stock
PLTR,Palantir Technologies Inc. Class A Common Stock
PLYM,Plymouth Industrial REIT Inc. Common Stock
PM,Philip Morris International Inc Common Stock
PMF,PIMCO Municipal Income Fund Common Stock
PML,Pimco Municipal Income Fund II Common Shares of Beneficial Interest
PMM,Putnam Managed Municipal Income Trust Common Stock
PMO,Putnam Municipal Opportunities Trust Common Stock
PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest
PMT-PA,PennyMac Mortgage Investment Trust 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest
PMT-PB,PennyMac Mortgage Investment Trust 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest
PMT-PC,PennyMac Mortgage Investment Trust 6.75% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest
PMTU,PennyMac Mortgage Investment Trust 8.50% Senior Notes due 2028
PMX,PIMCO Municipal Income Fund III Common Shares of Beneficial Interest
PNC,PNC Financial Services Group Inc. (The) Common Stock
PNF,PIMCO New York Municipal Income Fund Common Stock
PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest
PNM,PNM Resources Inc. (Holding Co.) Common Stock
PNNT,PennantPark Investment Corporation Common Stock
PNR,Pentair plc. Ordinary Share
PNW,Pinnacle West Capital Corporation Common Stock
POR,Portland General Electric Co Common Stock
PORT,Southport Acquisition Corporation Class A Common Stock
POST,Post Holdings Inc. Common Stock
PPG,PPG Industries Inc. Common Stock
PPL,PPL Corporation Common Stock
PPT,Putnam Premier Income Trust Common Stock
PR,Permian Resources Corporation Class A Common Stock
PRA,ProAssurance Corporation Common Stock
PRE-PJ,PartnerRe Ltd. 4.875% Fixed Rate Non-Cumulative Redeemable Preferred Shares Series J
PRG,PROG Holdings Inc. Common Stock
PRGO,Perrigo Company plc Ordinary Shares
PRH,Prudential Financial Inc. 5.950% Junior Subordinated Notes due 2062
PRI,Primerica Inc. Common Stock
PRIF-PD,Priority Income Fund Inc. 7.00% Series D Term Preferred Stock due 2029
PRIF-PF,Priority Income Fund Inc. 6.625% Series F Term Preferred Stock due 2027
PRIF-PG,Priority Income Fund Inc. 6.25% Series G Preferred Stock Due 2026
PRIF-PH,Priority Income Fund Inc. 6.00% Series H Term Preferred Stock due 2026
PRIF-PI,Priority Income Fund Inc. 6.125% Series I Term Preferred Stock due 2028
PRIF-PJ,Priority Income Fund Inc. 6.000% Series J Term Preferred Stock due 2028
PRIF-PK,Priority Income Fund Inc. 7.000% Series K Cumulative Preferred Stock
PRIF-PL,Priority Income Fund Inc. 6.375% Series L Term Preferred Stock Due 2029
PRIM,Primoris Services Corporation Common Stock
PRLB,Proto Labs Inc. Common stock
PRM,Perimeter Solutions SA Ordinary Shares
PRMW,Primo Water Corporation Common Stock
PRO,PROS Holdings Inc. Common Stock
PRPC,CC Neuberger Principal Holdings III Class A Ordinary Shares
PRS,Prudential Financial Inc. 5.625% Junior Subordinated Notes due 2058
PRT,PermRock Royalty Trust Trust Units
PRU,Prudential Financial Inc. Common Stock
PSA,Public Storage Common Stock
PSA-PF,Public Storage Depositary Shares Each Representing 1/1000 of a 5.15% Cumulative Preferred Share of Beneficial Interest Series F par value $0.01 per share
PSA-PG,Public Storage Depositary Shares Each Representing 1/1000 of a 5.05% Cumulative Preferred Share of Beneficial Interest Series G
PSA-PH,Public Storage Depositary Shares Each Representing 1/1000 of a  5.60% Cumulative Preferred  Share of Beneficial Interest Series H
PSA-PI,Public Storage Depositary Shares Each Representing 1/1000 of a 4.875% Cumulative Preferred Share of Beneficial Interest Series I par value $0.01 per share
PSA-PJ,Public Storage Depositary Shares Each Representing 1/1000 of a 4.700% Cumulative Preferred Share of Beneficial Interest Series J par value $0.01 per share
PSA-PK,Public Storage Depositary Shares Each Representing 1/1000 of a 4.75% Cumulative Preferred Share of Beneficial Interest Series K
PSA-PL,Public Storage Depositary Shares Each Representing 1/1000 of a 4.625% Cumulative Preferred Share of Beneficial Interest Series L par value $0.01 per share
PSA-PM,Public Storage Depositary Shares Each Representing 1/1000 of a 4.125% Cumulative Preferred Share of Beneficial Interest Series M
PSA-PN,Public Storage Depositary Shares Each Representing 1/1000 of a 3.875% Cumulative Preferred Share of Beneficial Interest Series N
PSA-PO,Public Storage Depositary Shares Each Representing 1/1000 of a 3.900% Cumulative Preferred Share of Beneficial Interest Series O
PSA-PP,Public Storage Depositary Shares Each Representing 1/1000 of a 4.000% Cumulative Preferred Share of Bene cial Interest Series P
PSA-PQ,Public Storage Depositary Shares Each Representing 1/1000 of a 3.950% Cumulative Preferred Share of Beneficial Interest Series Q par value $0.01 per share
PSA-PR,Public Storage Depositary Shares Each Representing 1/1000 of a 4.00% Cumulative Preferred Share of Bene cial Interest Series R
PSA-PS,Public Storage Depositary Shares Each Representing 1/1000 of a 4.100% Cumulative Preferred Share of Beneficial Interest Series S
PSEC-PA,Prospect Capital Corporation 5.35% Series A Fixed Rate Cumulative Perpetual Preferred Stock
PSF,Cohen & Steers Select Preferred and Income Fund Inc. Common Stock
PSFE,Paysafe Limited Common Shares
PSN,Parsons Corporation Common Stock
PSO,Pearson Plc Common Stock
PSQH,PSQ Holdings Inc. Class A Common Stock
PSTG,Pure Storage Inc. Class A Common Stock
PSTL,Postal Realty Trust Inc. Class A Common Stock
PSX,Phillips 66 Common Stock
PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund Common Shares of Beneficial Interest
PTY,Pimco Corporate & Income Opportunity Fund
PUK,Prudential Public Limited Company Common Stock
PUMP,ProPetro Holding Corp. Common Stock
PVH,PVH Corp. Common Stock
PVL,Permianville Royalty Trust Trust Units 
PWR,Quanta Services Inc. Common Stock
PWSC,PowerSchool Holdings Inc. Class A Common Stock
PX,P10 Inc. Class A Common Stock
PXD,Pioneer Natural Resources Company Common Stock
PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest
PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest
QBTS,D-Wave Quantum Inc. Common Shares
QD,Qudian Inc. American Depositary Shares each representing one Class A Ordinary Share
QGEN,Qiagen N.V. Common Shares 
QS,QuantumScape Corporation Class A Common Stock
QSR,Restaurant Brands International Inc. Common Shares
QTWO,Q2 Holdings Inc. Common Stock
QUAD,Quad Graphics Inc Class A Common Stock
QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068
QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067
R,Ryder System Inc. Common Stock
RA,Brookfield Real Assets Income Fund Inc. Common Stock
RACE,Ferrari N.V. Common Shares
RAD,Rite Aid Corporation Common Stock
RAMP,LiveRamp Holdings Inc. Common Stock
RBA,RB Global Inc. Common Stock
RBC,RBC Bearings Incorporated Common Stock
RBCP,RBC Bearings Incorporated 5.00% Series A Mandatory Convertible Preferred Stock
RBLX,Roblox Corporation Class A Common Stock
RBOT,Vicarious Surgical Inc. Class A Common Stock
RBT,Rubicon Technologies Inc. Class A Common Stock
RC,Ready Capital Corproation Common Stock
RC-PC,Ready Capital Corporation 6.25% Series C Cumulative Convertible Preferred Stock
RC-PE,Ready Capital Corporation 6.50% Series E Cumulative Redeemable Preferred Stock
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026
RCC,Ready Capital Corporation 5.75% Senior Notes due 2026
RCI,Rogers Communication Inc. Common Stock
RCL,Royal Caribbean Cruises Ltd. Common Stock
RCS,PIMCO Strategic Income Fund Inc.
RCUS,Arcus Biosciences Inc. Common Stock
RDN,Radian Group Inc. Common Stock
RDW,Redwire Corporation Common Stock
RDY,Dr. Reddy's Laboratories Ltd Common Stock
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share)
RERE,ATRenew Inc. American Depositary Shares (every three of which representing two Class A ordinary shares)
RES,RPC Inc. Common Stock
REVG,REV Group Inc. Common Stock
REX,REX American Resources Corporation
REXR,Rexford Industrial Realty Inc. Common Stock
REXR-PB,Rexford Industrial Realty Inc. 5.875% Series B Cumulative Redeemable Preferred Stock
REXR-PC,Rexford Industrial Realty Inc. 5.625% Series C Cumulative Redeemable Preferred Stock par value $0.01 per share
REZI,Resideo Technologies Inc. Common Stock 
RF,Regions Financial Corporation Common Stock
RF-PB,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series B
RF-PC,Regions Financial Corporation Depositary Shares each Representing a 1/40th Interest in a  Share of 5.700% Fixed-to-Floating Rate Non-Cumulative  Perpetual Preferred Stock Series C
RF-PE,Regions Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.45% Non-Cumulative Perpetual Preferred Stock Series E
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock
RFL,Rafael Holdings Inc. Class B Common Stock
RFM,RiverNorth Flexible Municipal Income Fund Inc. Common Stock
RFMZ,RiverNorth Flexible Municipal Income Fund II Inc. Common Stock
RGA,Reinsurance Group of America Incorporated Common Stock
RGR,Sturm Ruger & Company Inc. Common Stock
RGS,Regis Corporation Common Stock
RGT,Royce Global Value Trust Inc. Common Stock
RH,RH Common Stock
RHI,Robert Half Inc. Common Stock
RHP,Ryman Hospitality Properties Inc. (REIT)
RIG,Transocean Ltd (Switzerland) Common Stock
RIO,Rio Tinto Plc Common Stock
RITM,Rithm Capital Corp. Common Stock
RITM-PA,Rithm Capital Corp. 7.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
RITM-PB,Rithm Capital Corp. 7.125% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
RITM-PC,Rithm Capital Corp. 6.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
RITM-PD,Rithm Capital Corp. 7.00% Fixed-Rate Reset Series D Cumulative Redeemable Preferred Stock
RIV,RiverNorth Opportunities Fund Inc. Common Stock
RIV-PA,RiverNorth Opportunities Fund Inc. 6.00% Series A Perpetual Preferred Stock
RJF,Raymond James Financial Inc. Common Stock
RJF-PB,Raymond James Financial Inc. Depositary Shares each representing a 1/40th interest in a share of 6.375% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock
RKT,Rocket Companies Inc. Class A Common Stock
RL,Ralph Lauren Corporation Common Stock
RLI,RLI Corp. Common Stock (DE)
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value
RLJ-PA,RLJ Lodging Trust $1.95 Series A Cumulative Convertible  Preferred Shares
RLTY,Cohen & Steers Real Estate Opportunities and Income Fund Common Shares of Beneficial Interest
RLX,RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share
RM,Regional Management Corp. Common Stock
RMAX,RE/MAX Holdings Inc. Class A Common Stock
RMD,ResMed Inc. Common Stock
RMI,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock
RMM,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock
RMMZ,RiverNorth Managed Duration Municipal Income Fund II Inc. Common Stock
RMPL-P,RiverNorth Capital and Income Fund 5.875%% Series A Term Preferred Stock $0.0001 par value per share
RMT,Royce Micro-Cap Trust Inc. Common Stock
RNG,RingCentral Inc. Class A Common Stock
RNGR,Ranger Energy Services Inc. Class A Common Stock
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares
RNR,RenaissanceRe Holdings Ltd. Common Stock
RNR-PF,RenaissanceRe Holdings Ltd. Depositary Shares each Representing a 1/1000th Interest in a 5.750% Series F Preference Share
RNR-PG,RenaissanceRe Holdings Ltd. Depositary Shares each representing a 1/1000th interest in a share of 4.20% Series G Preference Shares
ROG,Rogers Corporation Common Stock
ROK,Rockwell Automation Inc. Common Stock
ROL,Rollins Inc. Common Stock
ROSS,Ross Acquisition Corp II Class A Ordinary Shares
RPM,RPM International Inc. Common Stock
RPT,RPT Realty Common Stock
RPT-PD,RPT Realty 7.25% 
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares
RRAC,Rigel Resource Acquisition Corp. Class A Ordinary Shares
RRC,Range Resources Corporation Common Stock
RRX,Regal Rexnord Corporation Common Stock
RS,Reliance Steel & Aluminum Co. Common Stock (DE)
RSF,RiverNorth Capital and Income Fund Common Stock
RSG,Republic Services Inc. Common Stock
RSI,Rush Street Interactive Inc. Class A Common Stock
RSKD,Riskified Ltd. Class A Ordinary Shares
RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares)
RTX,RTX Corporation Common Stock
RVLV,Revolve Group Inc. Class A Common Stock
RVT,Royce Value Trust Inc. Common Stock
RVTY,Revvity Inc. Common Stock
RWT,Redwood Trust Inc. Common Stock
RWT-PA,Redwood Trust Inc. 10.00% Series A Fixed-Rate Reset Cumulative Redeemable Preferred Stock
RXO,RXO Inc. Common Stock
RY,Royal Bank Of Canada Common Stock
RY-PT,Royal Bank Of Canada 6.750% Fixed Rate/Floating Rate Noncumulative First Preferred Shares Series C-2
RYAM,Rayonier Advanced Materials Inc. Common Stock
RYAN,Ryan Specialty Holdings Inc. Class A Common Stock
RYI,Ryerson Holding Corporation Common Stock
RYN,Rayonier Inc. REIT Common Stock
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056
RZC,Reinsurance Group of America Incorporated 7.125% Fixed-Rate Reset Subordinated Debentures due 2052
S,SentinelOne Inc. Class A Common Stock
SA,Seabridge Gold Inc. Ordinary Shares (Canada)
SAFE,Safehold Inc. New Common Stock 
SAH,Sonic Automotive Inc. Common Stock
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock
SAJ,Saratoga Investment Corp 8.00% Notes due 2027
SAM,Boston Beer Company Inc. (The) Common Stock
SAN,Banco Santander S.A. Sponsored ADR (Spain)
SAND          ,Sandstorm Gold Ltd. Ordinary Shares (Canada)
SAP,SAP  SE ADS
SAR,Saratoga Investment Corp New
SAT,Saratoga Investment Corp 6.00% Notes due 2027
SAVE,Spirit Airlines Inc. Common Stock
SAY,Saratoga Investment Corp 8.125% Notes due 2027
SAZ,Saratoga Investment Corp 8.50% Notes due 2028
SB,Safe Bulkers Inc Common Stock ($0.001 par value)
SB-PC,Safe Bulkers Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands)
SB-PD,Safe Bulkers Inc Perpetual Preferred Series D (Marshall Islands)
SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock
SBI,Western Asset Intermediate Muni Fund Inc Common Stock
SBOW,SilverBow Resorces Inc. Common Stock
SBR,Sabine Royalty Trust Common Stock
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares)
SBSW,D/B/A Sibanye-Stillwater Limited ADS
SBXC,SilverBox Corp III Class A Common Stock
SCCO,Southern Copper Corporation Common Stock
SCD,LMP Capital and Income Fund Inc. Common Stock
SCE-PG,SCE Trust II Trust Preferred Securities
SCE-PH,SCE Trust III Fixed/Floating Rate Trust Preference Securities
SCE-PJ,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities
SCE-PK,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities
SCE-PL,SCE TRUST VI
SCHW,Charles Schwab Corporation (The) Common Stock
SCHW-PD,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock Series D
SCHW-PJ,The Charles Schwab Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.450% Non-Cumulative Perpetual Preferred Stock Series J
SCI,Service Corporation International Common Stock
SCL,Stepan Company Common Stock
SCM,Stellus Capital Investment Corporation Common Stock
SCS,Steelcase Inc. Common Stock
SCU,Sculptor Capital Management Inc. Class A Common Stock
SCX,L.S. Starrett Company (The) Common Stock
SD,SandRidge Energy Inc. Common Stock
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares
SDRL,Seadrill Limited Common Shares
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share
SEAL-PA,Seapeak LLC 9.00% Series A Cumulative Redeemable Perpetual Preferred Units
SEAL-PB,Seapeak LLC 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units
SEAS,SeaWorld Entertainment Inc. Common Stock
SEDA,SDCL EDGE Acquisition Corporation Class A Ordinary Shares
SEE,Sealed Air Corporation Common Stock
SEM,Select Medical Holdings Corporation Common Stock
SEMR,SEMrush Holdings Inc. Class A Common Stock
SES,SES AI Corporation Class A Common Stock
SF,Stifel Financial Corporation Common Stock
SF-PB,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock Series B
SF-PC,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 6.125% Non Cumulative Preferred Stock Series C
SF-PD,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 4.50% Non-Cumulative Preferred Stock Series D
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047
SFBS,ServisFirst Bancshares Inc. Common Stock
SFL,SFL Corporation Ltd
SG,Sweetgreen Inc. Class A Common Stock
SGHC,Super Group (SGHC) Limited Ordinary Shares
SGU,Star Group L.P. Common Stock
SHAK,Shake Shack Inc. Class A Common Stock
SHAP,Spree Acquisition Corp. 1 Limited Class A Ordinary Shares
SHCO,Soho House & Co Inc. Class A Common Stock
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) 
SHG,Shinhan Financial Group Co Ltd American Depositary Shares
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares
SHO-PH,Sunstone Hotel Investors Inc. 6.125% Series H Cumulative Redeemable Preferred Stock
SHO-PI,Sunstone Hotel Investors Inc. 5.70% Series I Cumulative Redeemable Preferred Stock
SHOP,Shopify Inc. Class A Subordinate Voting Shares
SHW,Sherwin-Williams Company (The) Common Stock
SID,Companhia Siderurgica Nacional S.A. Common Stock
SIG,Signet Jewelers Limited Common Shares
SII,Sprott Inc. Common Shares
SITC,SITE Centers Corp. Common Stock
SITC-PA,SITE Centers Corp. 6.375% Class A Preferred Shares
SITE,SiteOne Landscape Supply Inc. Common Stock
SIX,Six Flags Entertainment Corporation New Common Stock
SJM,J.M. Smucker Company (The) New Common Stock
SJT,San Juan Basin Royalty Trust Common Stock
SJW,SJW Group Common Stock (DE)
SKE,Skeena Resources Limited Common Shares
SKIL,Skillsoft Corp. Class A Common Stock
SKLZ,Skillz Inc. Class A Common Stock
SKM,SK Telecom Co. Ltd. Common Stock
SKT,Tanger Factory Outlet Centers Inc. Common Stock
SKX,Skechers U.S.A. Inc. Common Stock
SKY,Skyline Champion Corporation Common Stock
SLB,Schlumberger N.V. Common Stock
SLCA,U.S. Silica Holdings Inc. Common Stock
SLF,Sun Life Financial Inc. Common Stock
SLG,SL Green Realty Corp Common Stock
SLG-PI,SL Green Realty Corporation Preferred Series I
SLGN,Silgan Holdings Inc. Common Stock
SLQT,SelectQuote Inc. Common Stock
SLVM,Sylvamo Corporation Common Stock
SM,SM Energy Company Common Stock
SMAR,Smartsheet Inc. Class A Common Stock
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan)
SMG,Scotts Miracle-Gro Company (The) Common Stock
SMHI,SEACOR Marine Holdings Inc. Common Stock 
SMLP,Summit Midstream Partners LP Common Units Representing Limited Partner Interests
SMP,Standard Motor Products Inc. Common Stock
SMR,NuScale Power Corporation Class A Common Stock
SMRT,SmartRent Inc. Class A Common Stock
